sentiment,message,tweetid
1,@MrBenBrown You need to watch Nat Geo's 'Before the Flood' with Leonardo DiCaprio. The most shocking and inspiring film on climate change.,793390861509914629
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793392063446482944
1,RT @UN: 12 #globalgoals are directly linked to climate change. The #ParisAgreement is crucial to achieve them.Ã¢â‚¬Â¦,793392174335336448
-1,Man has no significant effect on climate! Hence the name change from global warming hoax to climate change hoax! https://t.co/7G1rtaES9H,793392468767150085
1,RT @ProfTerryHughes: Minister's Op-Ed on Protecting the #GreatBarrierReef. No mention of tackling #climate change. https://t.co/bRVLto0enq,793393523760386048
1,RT @robintransition: Great piece: 'Building against climate change can either support vibrant neighborhood conditions or undermine them': hÃ¢â‚¬Â¦,793393805512826881
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793394755581448192
2,"RT @ReutersScience: In rare move, China criticizes Trump plan to exit climate change pact https://t.co/rGRaEOqkKV https://t.co/12IQZ3cPDC",793397537436790784
2,China on Tuesday rejected a plan by Donald Trump to back out of a global climate change pact.,793398548687499264
0,"Rest assured, wine lovers, your favourite tipple will adapt to climate change https://t.co/NBj6UPMMvf",793399186439962624
0,RT @Puffles2010: Puffles (*notes*) Home Builders Federation try to strike CC/1 on mitigation &amp; climate change from @SouthCambs plan https:/Ã¢â‚¬Â¦,793399539214483456
2,RT @dmeron: Finding ways to handle climate change: Israeli scientists create heat resistant fruit trees https://t.co/vT22rbYp9w,793399618964975616
2,How a rapper is tackling climate change - Deutsche Welle: Deutsche WelleHow a rapper is tackling climate chan... https://t.co/jHjasxglKs,793400653347328000
1,"RT @robn1980: #Russia a 'growing threat' say MI5. Not up for discussion: tangible threats such as climate change, austerity, foreÃ¢â‚¬Â¦",793401130587791360
1,RT @BruceZobel: Political jibberish does not outweigh the fact that climate change is already beginning to damage world economies. #ElectioÃ¢â‚¬Â¦,793402117134450688
2,"In rare move, China criticizes Trump plan to exit climate change pact - CNBC https://t.co/DRCIc40QPE",793402758770614272
0,RT @ClimateCentral: You can watch Leonardo DiCaprio's climate change documentary for free on YouTube https://t.co/EU3GenI1RK viaÃ¢â‚¬Â¦,793402846930735104
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793402999360065536
0,RT @SeneddCCERA: WeÃ¢â‚¬â„¢ve announced the creation of a new expert panel to help scrutinise @WelshGovernment progress on climate change https://Ã¢â‚¬Â¦,793404011303038976
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793406034337468416
2,"RT @ReutersScience: In rare move, China criticizes Trump plan to exit climate change pact https://t.co/rGRaEOqkKV https://t.co/12IQZ3cPDC",793406110988238848
2,"RT @Reuters: In rare move, China criticizes Trump plan to exit climate change pact https://t.co/XM7qUmahdX https://t.co/NA2yg8JkP9",793407153537253376
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793408499317432320
2,Low Carbon Economy Index 2016: UK maintains its position as a climate change leader - Press room https://t.co/oUAOCoMYAS,793408655445983233
0,Makes a free movie to raise awareness about climate change https://t.co/yv8GQi36UK #9GAG,793408744101179392
2,"In rare move, China criticizes Trump plan to exit climate change pact https://t.co/yUb0r5IN5b via @Reuters #carbon #economy #Politics",793409077267181568
0,Video lecture: the crisis in Syria and role of climate change https://t.co/CfDugeygRd,793409836172054528
2,"RT @NewGreenStuff: Breaking: In rare move, China criticizes Trump plan to exit climate change pact - CNBC https://t.co/6trPaW7qep",793410613116542976
2,RT @commonwealthorg: Commonwealth drives strategies to put climate change into reverse https://t.co/Kp8eax4qkk,793411450035326976
0,Makes a free movie to raise awareness about climate change: https://t.co/uheSy4WMlF,793411549067030528
1,"RT @ClimateReality: Globally, women are often more vulnerable to the effects of climate change than men https://t.co/TouOd4AGyZÃ¢â‚¬Â¦",793412258697125888
1,@AstroKatie You might mention that Hilary Clinton strongly endorses science and believes climate change is real.,793412760755396608
0,#China Briefing: China acting on climate change: https://t.co/1Y50LxQYNk provides the full transcript of the S... https://t.co/5PVS0oSl8h,793413897575280640
1,Looking forward to #ssnconf16 tomorrow? Us too! Get in the climate change mood with our new newsletter MORE &gt;&gt; https://t.co/k1W3mpTM0G,793414462120361985
1,"Been watching #BeforeTheFlood this evening, I hope it helps inspire people to act to stop climate change - now! https://t.co/DiFF9GObCN",793414919509057536
2,"In rare move, China criticizes Trump plan to exit climate change pact

China on Tuesday rejected a plan by Donald T https://t.co/HfDe1xpHqE",793414990623547392
2,"In rare move, China criticizes Trump plan to exit climate change pact https://t.co/6uCYDZLN0V via @Reuters #climatechange #china",793416010657333248
1,"RT @pablorodas: #climatechange #p2 RT Endangered, with climate change to blame. https://t.co/1lWNWChZuL #COP21 #COP22 #climateÃ¢â‚¬Â¦",793416173710958592
2,"RT @ReutersPolitics: In rare move, China criticizes Trump plan to exit climate change pact https://t.co/JNI0o39DIU https://t.co/paRvIdkV3A",793416444033769473
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793416964303622144
2,How a rapper is tackling climate change - Deutsche Welle https://t.co/f1AG2sY6nj https://t.co/bM4ZydbASv #Bluehand #NewBluehand #BluehandÃ¢â‚¬Â¦,793417589418524672
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793420304467038208
2,#weather Cloudy feedback on global warming Ã¢â‚¬â€œ https://t.co/H41ouAUlRU Ã¢â‚¬â€œ https://t.co/9aRKJpZIn7 https://t.co/MQCUlDrGrT #forecast,793420615554174978
2,"RT @BradReason: In rare move, China criticizes Trump plan to exit climate change pact https://t.co/vSvaVgeR7R via @Reuters",793421637760774144
2,"RT @capitalweather: Polar vortex shifting due to climate change, extending winter, study finds: https://t.co/xDEDEpxEaQ",793421962395521024
0,@seanhannity im telling u obama is behind it cuz global warming issues. 2 in matter of weeks. We've never had thisÃ¢â‚¬Â¦ https://t.co/loQptynqGT,793423438543151104
2,Indian farmers fight against climate change using trees as a weapon https://t.co/1ZHRmB7qh1,793423601357557760
0,"Deny climate change
'I pay my taxes' (but probably not) https://t.co/6I0nIjxRpG",793424101096513536
0,RT @jokoanwar: NatGeoÃ¢â‚¬â„¢s climate change documentary with Leonardo DiCaprio is now on YouTube https://t.co/Zoa8THBo2k,793425493496168448
1,"RT @iansomerhalder: IF Millennials do NOT get out and vote we are doomed.This is OUR future.Lets do this.Fixing climate change, womens' rigÃ¢â‚¬Â¦",793426718627336192
1,"RT @alicebell: We don't need a 'warÃ¢â‚¬â„¢ on climate change, we need a revolution https://t.co/CUuE2mQEL6",793427262058164224
1,RT @NatGeoPhotos: Startling images from around the globe help us hone in on climate change: https://t.co/N3KvYQ3Jkx https://t.co/0mGvbO778T,793427561808265218
0,RT @ClintSmithIII: Discourse around #NoDAPL should focus on how Native ppl have the right to defend themselves. Not just climate change httÃ¢â‚¬Â¦,793427907540578305
1,RT @paigeemurrow: Tomorrow's Nov. 1st and it's suppose to be in the 70s but global warming isn't a thing y'all. No need to worry. It's fineÃ¢â‚¬Â¦,793428595066691584
2,"In rare move, China criticizes Trump plan to exit climate change pact https://t.co/6yxcm94Xsk via @Reuters",793429755811000320
1,"RT @damanaki: Thank you, @LeoDiCaprio, for this film &amp; continuing to raise awareness about climate change. https://t.co/AWR6zDpTGk",793431172072239104
2,"RT @Reuters: In rare move, China criticizes Trump plan to exit climate change pact https://t.co/7XPVkzSogY https://t.co/3dslS1o92V",793431398472257536
2,"In rare move, China criticizes Trump plan to exit climate change pact https://t.co/ZtxvncT4Dk https://t.co/kxdBaEJUNf",793431726232072192
0,"1st November???
Surely no such thing as #global warming https://t.co/95oamcu45D",793432262838718465
2,"RT @Reuters: In rare move, China criticizes Trump plan to exit climate change pact https://t.co/7XPVkzSogY https://t.co/3dslS1o92V",793432366047977472
0,"RT @EricBoehlert: i'm glad you asked...

'e-mail' mentions on cable news since Fri: 2,322
'climate change' mentions on cable since FrÃ¢â‚¬Â¦",793432554795700224
0,"RT @EricBoehlert: i'm glad you asked...

'e-mail' mentions on cable news since Fri: 2,322
'climate change' mentions on cable since FrÃ¢â‚¬Â¦",793432868441784320
1,RT @SEIclimate: NEW brief: Transnational climate change impacts: Entry point to enhanced global cooperation on #adaptation? #UNFCCCÃ¢â‚¬Â¦,793433693800935424
1,RT @SEIclimate: NEW brief: Transnational climate change impacts: Entry point to enhanced global cooperation on #adaptation? #UNFCCCÃ¢â‚¬Â¦,793433694467821568
0,"RT @EricBoehlert: i'm glad you asked...

'e-mail' mentions on cable news since Fri: 2,322
'climate change' mentions on cable since FrÃ¢â‚¬Â¦",793434388407037952
0,RT @RichieBandRich2: 75 degrees in Chicago on November 1st...global warming but aye it's bussin,793436179974717441
0,"RT @EricBoehlert: i'm glad you asked...

'e-mail' mentions on cable news since Fri: 2,322
'climate change' mentions on cable since FrÃ¢â‚¬Â¦",793436494337806337
0,What if this is the angle with which we can create a coherent response to climate change?,793437009817640961
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793437083712888833
0,"@ThomasARoberts @JamesCarville
press. #Clinton emails. #Trump calls global warming a chinese hoax. Clinton emails. Trump praises #Putin and",793437823940427776
2,"RT @Reuters: In rare move, China criticizes Trump plan to exit climate change pact https://t.co/7XPVkzSogY https://t.co/3dslS1o92V",793438213838897152
1,RT @MikeBloomberg: .@LeoDiCaprio's #BeforetheFlood on @NatGeoChannel tonight puts focus on reality of climate change &amp; need for action. httÃ¢â‚¬Â¦,793438504810340352
0,"RT @PhilosophersEye: US Election: 1 week to go. Read the latest research on climate change, the economy, education and more https://t.co/ncÃ¢â‚¬Â¦",793439150951112704
1,Cartoon: If the media covered climate change the way it covers HillaryÃ¢â‚¬â„¢s email https://t.co/7HtoDhfsXW #Voices #NeÃ¢â‚¬Â¦ https://t.co/rkfSBotl6I,793439498822647808
0,Hilary should appoint Barak and Matt @MattDamonOnline to handle climate change.,793440066232324097
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793440150328147968
2,"RT @CNBCi: In rare move, China criticizes Trump plan to exit climate change pact https://t.co/XVQiwsQJlc https://t.co/IrVPMbatwt",793440412006510592
0,@FlitterOnFraud @Reuters meaning the climate change pact likely has massive kickbacks for China,793440638146646016
1,RT @Fusion: Cartoon: If the media covered climate change the way it covers Hillary's email https://t.co/SmFbaJ97YT https://t.co/U41LmmKl9R,793442161752702976
0,"RT @EricBoehlert: i'm glad you asked...

'e-mail' mentions on cable news since Fri: 2,322
'climate change' mentions on cable since FrÃ¢â‚¬Â¦",793442331068432388
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793443059547578368
1,A high of 74 today the first day of November yep global warming is fake,793443240875659265
0,"RT @EricBoehlert: i'm glad you asked...

'e-mail' mentions on cable news since Fri: 2,322
'climate change' mentions on cable since FrÃ¢â‚¬Â¦",793443698767912960
1,RT @UCSUSA: MYTH: you have to be a certain type of person to care about #climate change. https://t.co/NgdyNl2G7V https://t.co/h5VXTBHArV viÃ¢â‚¬Â¦,793444371009900544
1,RT @UCSUSA: MYTH: you have to be a certain type of person to care about #climate change. https://t.co/NgdyNl2G7V https://t.co/h5VXTBHArV viÃ¢â‚¬Â¦,793444374717706240
2,"In rare move, China criticizes Trump plan to exit climate change pact",793445696259096576
0,"RT @xtralimb: 'Asked me what my inspiration was, I said global warming.' #youtoofuckingcozy",793445725053026304
1,".@Reuters Trump doesn't believe in global warming, CHINA is even telling him he's wrong",793447655053549569
2,"RT @kileykroh: On November 8, this small town might do something no other city has done on climate change https://t.co/kQxE7i2OUq",793447810758737920
0,RT @EW: .@LeoDiCaprioÃ¢â‚¬â„¢s climate change documentary #BeforeTheFlood is streaming online right now: https://t.co/Jk43gqmEMt Ã°Å¸â€œÂ½ https://t.co/HVÃ¢â‚¬Â¦,793447921668808705
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793448534787911680
-1,"RT @erinrouxx: 80 degrees in November Ã°Å¸ËœÅ“Ã°Å¸â€˜Å’Ã°Å¸Å’Â´but global warming isn't real, liberals Ã°Å¸â„¢â€¦Ã°Å¸ï†Â»Ã°Å¸â€˜Å½Ã°Å¸ËœÂ¡",793448627775479809
1,I clicked to stop global warming @Care2: https://t.co/vz5YIc8Ik8,793450877256404993
1,RT @BernieSanders: Hillary understands climate change is real and creating devastating problems. Trump believes we should expand fossil fueÃ¢â‚¬Â¦,793451643358568448
2,RT @EnvDefenseFund: Obama administration outlines path for climate change resiliency. https://t.co/AA2CXerTIe,793452235447492608
1,RT @JamesSurowiecki: What's the ratio of email coverage to coverage of Trump and Clinton's climate change policies? Has to be 1000 to 1. htÃ¢â‚¬Â¦,793452283841216512
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793453198858149888
0,"RT @Grayse_Kelly: 'Polar bears don't have any natural enemies, so if it dies, it's from starvation' 
This is for the 'global warmingÃ¢â‚¬Â¦",793453524201840640
2,RT @YEARSofLIVING: Celeb-packed 'Years of Living Dangerously' wants to make climate change a voting issue https://t.co/JLCns044m3 viaÃ¢â‚¬Â¦,793454146787610624
1,RT @ICRW: Great read: #Indian farmers fight against climate change using 'secret' weapon: Trees https://t.co/nLuRIhOQ2p,793454318330535937
1,Cartoon: If the media covered climate change the way it covers Hillary's email https://t.co/SzPDHxISd3,793454508965699585
2,"Watch Leo DiCaprio talk #climate change with Elon Musk, the Pope and the president - MarketWatch: https://t.co/IikuZzhmwx #environment",793454640075386880
1,RT @Labmate_online: The effect of climate change on the food chain is huge Ã°Å¸ï†Â¼ https://t.co/S0O81gdj3w #animals #biodiversity #species https:Ã¢â‚¬Â¦,793454658857603072
0,RT @thatsrabid: When youre enjoying the warm weather but you lowkey know its because of global warming https://t.co/wyOtOvWbtO,793454689232617472
2,"RT @WSJ: Appetite for oil and gas will continue to grow despite efforts to curb climate change, says Saudi energy minister https://t.co/oBuÃ¢â‚¬Â¦",793454868015017985
1,RT @crewislife: Via @DailyKos: Cartoon: If the media covered climate change the way it covers Hillary's email: As many ha... https://t.co/kÃ¢â‚¬Â¦,793454890571923459
1,Time for Christmas music...but global warming won't let me get in the mood,793454971446448128
1,November 1 the high is 85 and the dude running for president doesn't think global warming is real,793455441070075904
1,RT @Emlee_13: #AHSS1190 How do you plan on convincing citizens that climate change is real &amp; an important issue @JustinTrudeau @cathmckenna,793456728054571009
2,Green News: How a rapper is tackling climate change https://t.co/iiGvnoM6pz,793457115771699201
1,Cartoon: If the media covered climate change the way it covers Hillary's email https://t.co/8hHs7PSSUH,793457178925379585
0,@muzikgirl11 I hope global warming keeps it 84 and sunny in southern florida for the rest of our lives.,793457209355046912
0,"wow, 64 degrees in November?! this is global warming at its finest",793457928367775744
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793459165758906368
2,"In rare move, #China criticizes Trump plan to exit climate change pact https://t.co/aWYk5ufQe7 via @Reuters #climatechange",793459324383268865
2,"In rare move, China criticizes Trump plan to exit climate change pact https://t.co/svDExQ7mlA via @Reuters",793459784905322497
1,RT @jgrahamhutch: It is November 1st and the high is 89Ã‚Â°. The next person to tell me global warming is a myth better be prepared to catch hÃ¢â‚¬Â¦,793459810012368896
2,"In rare move, China criticizes Trump plan to exit climate change pact: https://t.co/xbxxQ4pT2I via @Reuters",793460310090940416
2,"RT @WSJ: Appetite for oil and gas will continue to grow despite efforts to curb climate change, says Saudi energy minister https://t.co/oBuÃ¢â‚¬Â¦",793461466125008898
2,"RT @DrMikeSparrow: Polar vortex shifting due to climate change, extending winter, study finds https://t.co/s95ROLg0VW",793461827858493446
1,"RT @PopMech: Before the Flood: Watch this riveting, terrifying documentary on climate change https://t.co/w74QbFVLnC https://t.co/lvHxUyx6om",793462917735649284
0,"Th teaser for GUILT TRIP
a climate change film with a skiing problem is dropping today. 
TheÃ¢â‚¬Â¦ https://t.co/wXKmLxqwvH",793463209583935488
1,@tonyschwartz @kimmie8264 And says climate change is a hoax. This will ensure America will be the bully that destroys earth. Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡,793464041796673536
1,"RT @ryanhumm: Planet Earth has power. It doesn't ask: climate change, real? But it asks: what's this marvelous world worth to you? https://Ã¢â‚¬Â¦",793464489068953604
2,Vicki Cobb: The Cheeseburger of the Forest: Evidence of Global Warming: For the climate changeÃ¢â‚¬Â¦ https://t.co/j6Td26KYSa | @HuffingtonPost,793464654378905600
2,Vicki Cobb: The Cheeseburger of the Forest: Evidence of Global Warming: For the climate changeÃ¢â‚¬Â¦ https://t.co/IgwFtyhRzI | @HuffingtonPost,793464659177119744
2,Vicki Cobb: The Cheeseburger of the Forest: Evidence of Global Warming: For the climate changeÃ¢â‚¬Â¦ https://t.co/cOBvV2srkD | @HuffingtonPost,793464664336150528
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793465045858398209
1,RT @tom_burke_47: Meeting the worldÃ¢â‚¬â„¢s need for affordable energy is perhaps the most urgent aspect of our response to climate change https:Ã¢â‚¬Â¦,793465082986500096
1,"RT @RokuPlayer: Watch @LeoDiCaprio 3-year journey exploring the subject of climate change, #BeforeTheFlood now on @NatGeoChannel:Ã¢â‚¬Â¦",793465104188731393
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793465850829246464
0,RT @climatechangetp: Before the Flood: Leonardo DiCaprioÃ¢â‚¬â„¢s climate change documentary... https://t.co/RGIw3pOKOA via @EW https://t.co/xwnhDÃ¢â‚¬Â¦,793466984184766465
1,RT @Da_Rug: the fact that it is going to be 80 degrees today and tomorrow makes me so sad and then reminds me of global warming which makesÃ¢â‚¬Â¦,793467176493744128
0,@sjhamp12 'global warming isn't real',793467429208883200
1,"@Sluttela not this year apparently, global warming kill us all",793468701366292480
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793468834518663168
2,Climate champion Carney to stay at the Bank of England | Climate Home - climate change news https://t.co/BbHxwaKAV3 via @ClimateHome,793468888822394880
2,#Brazil Rio's famous beaches take battering as scientists issue climate change warning https://t.co/5DLDxQMU3C https://t.co/L64KCKnxTy,793469406269480961
2,"The #chemicals industry has joined the fight to prevent climate change.
https://t.co/IYqB1ttOFC",793469618300022784
1,RT @rabihalameddine: Trump calls global warming a Chinese hoax. Clinton emails.,793470119871733760
0,Thank you global warming for giving us nice weather in November,793470149059866624
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793470268286963712
1,pls don't tell my global warming isn't real when the high today is pushing 90 degrees Ã°Å¸â„¢Æ’,793470488580333568
1,RT @rabihalameddine: Trump calls global warming a Chinese hoax. Clinton emails.,793471106120290304
0,In 4 days the most ambitious climate change agreement in history enters into force. Have you read... https://t.co/ndp1LS0Dmq,793471176001527808
2,"RT @TheRReport: In rare move, China criticizes Trump plan to exit climate change pact https://t.co/bsC1lY9Rzp",793471783538139136
1,RT @DGHendo: @gridwachs Nails it! @ArxPaxLab 'This company is designing floating buildings to combat climate change disasters' https://t.coÃ¢â‚¬Â¦,793473794614538240
1,RT @rabihalameddine: Trump calls global warming a Chinese hoax. Clinton emails.,793474168427782144
-1,hmmmm climate change isn't real! https://t.co/HOp4UKaqaF,793474950531121152
0,RT @mitchellvii: Americans are even less worried about Russia than climate change.,793475520037998592
2,RT @business: Inside one Republican's attempt to shift his party on climate change https://t.co/WZWgBdxYxP https://t.co/SWRUI1BSbz,793477423484506112
1,"@OpChemtrails 
let's zero out climate change with Nature &amp; Agriculture instead #MOhempKenya snippetÃ¢â‚¬Â¦ https://t.co/3T3KN2IFnx",793477467402964993
2,"RT @NewScienceWrld: In rare move, China criticizes Trump plan to exit climate change pact https://t.co/fC15w5bBiv https://t.co/qovDLDW7bU",793478369597857792
1,RT @Seasaver: The ocean is losing its breath Ã¢â‚¬â€œ and climate change is making it worse https://t.co/myO8tGHlGK @ConversationUS,793478892560404481
0,Ã¢â‚¬Å“At the Intersection of Politics and EventsÃ¢â‚¬ï† -- Marine Corps U Journal publishes special issue on #climate changeÃ¢â‚¬Â¦ https://t.co/mnofJtrtXk,793478992804323328
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793480103875444737
0,"Question 1: do u like smoking weed?
2: do you hate paying taxes?
3: do you think global warming is just a big ol hoÃ¢â‚¬Â¦ https://t.co/mm9j8hHUN2",793480183386935296
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793481360430264321
0,"Niggas asked me what my inspiration was, I told'em global warming, you feel me? #cozy",793481685354573824
1,It's 80 degrees on november first climate change is real we're in a drought the reef is dead bees are dying donald trump might be president,793481896118321152
1,@ddale8 That's a good one. Shouldn't he be out denying climate change?,793482248028876800
1,RT @Glen4ONT: These two young Ontarians won first place in the #Climathon (climate change hackathon) #Toronto. Way to goÃ¢â‚¬Â¦,793483293593251841
2,"RT @PacificStand: Life, liberty, and the pursuit of climate change https://t.co/SS65X24oAd https://t.co/i6kR81RmrI",793484681228480512
1,I don't know why people are happy over the fact it's 70 degrees out in November. It's called global warming.,793484883029000192
2,"RT @PacificStand: Life, liberty, and the pursuit of climate change https://t.co/SS65X24oAd https://t.co/i6kR81RmrI",793484993464901632
1,RT @Kaylee_Gan: How do people chose to not believe in climate change,793485612623859712
1,RT @Seasaver: The ocean is losing its breath Ã¢â‚¬â€œ and climate change is making it worse https://t.co/myO8tGHlGK @ConversationUS,793485723877990401
1,70's in November? I officially believe in global warming,793485733323501568
0,RT @JoyceCarolOates: Hillary Clinton not (evidently) to blame for global warming--GOP doesn't 'believe' in global warming.,793486254222565376
1,"RT @FiftyBuckss: An entire 1 hour and 40 minute documentary climate change, right here on Twitter. But it's ok, the Lord will save uÃ¢â‚¬Â¦",793486760013627392
1,"RT @YouTube: .@NatGeo teams up w/ @LeoDiCaprio to explore climate change and prevent catastrophe.

This is #BeforeTheFlood Ã¢â€ â€™Ã¢â‚¬Â¦",793487191183941632
0,"RT @Grayse_Kelly: 'Polar bears don't have any natural enemies, so if it dies, it's from starvation' 
This is for the 'global warmingÃ¢â‚¬Â¦",793487332737445889
1,"RT @YouTube: .@NatGeo teams up w/ @LeoDiCaprio to explore climate change and prevent catastrophe.

This is #BeforeTheFlood Ã¢â€ â€™Ã¢â‚¬Â¦",793487549461172224
1,Exxon Mobil sued over climate change cover-up Ã¢Å¾Â¡Ã¯Â¸ï† by @c_m_dangelo https://t.co/YTsUYIJAJt via @HuffPostGreen Back #JILL &amp; support renewables,793488291626647553
1,"China criticizes Trump's plan to exit climate change pact... CHINA!! Dude?! 
https://t.co/FwO9Nq6IB4 @TheDailyEdge",793488297075085312
2,#DailyClimate Pacific Island countries and climate change: Examining associated human https://t.co/TnMBReiAF0,793488479057477632
0,@CaseyNeistat Thoughts on #BeforetheFlood + global warming in the next #Vlog? ;-) https://t.co/4QGedkhEkW,793488971540140032
1,RT @easysolarpanel: The worst thing we can do for our #economy is sit back and do nothing about climate change. https://t.co/w8P5ocW4Bb #clÃ¢â‚¬Â¦,793489521815891968
1,"RT @DrJillStein: Trump pretends not to believe in climate change, but he's buying a wall to protect his Ireland golf course from rising seaÃ¢â‚¬Â¦",793490890102714369
1,if you don't believe in global warming now then I truly don't know what to tell you,793490987616120832
1,Centrica is a world leader for action on climate change https://t.co/gKyCvSKHhM | https://t.co/xgCuk25En6,793491086928965632
0,@YouTube @NatGeo @LeoDiCaprio He lectures poor Americans about climate change while leaving a million x bigger carbon footprint.,793491098425438208
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793491543776595969
2,"In rare move, China criticizes Trump plan to exit climate change pact https://t.co/pYF5Y4aWuh via @Reuters",793491560075624448
1,RT @Patbagley: Cartoon: If the media covered climate change the way it covers Hillary's email https://t.co/B93ZlKMkrp via @fusion,793491582313836544
1,RT @betterthemask: Before the Flood's free to watch now - @NatGeo film abt how we can prevent catastrophic climate change disruption https:Ã¢â‚¬Â¦,793491582569676801
1,RT @lofalexandria: #Environment #Conservation #Science https://t.co/UOViK8WWjW US needs to lead the way in combating climate change | FourÃ¢â‚¬Â¦,793492125098844160
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793492149706907648
1,"Because if you are a denier of climate change, you are a denier of your own existence.",793493137750646784
2,RT @sciam: China criticizes Trump plan to exit climate change pact https://t.co/BxZFX1Xgxc https://t.co/tB92yrH6Bk,793493218642067457
0,So apparently what global warming means for me is spending a lot of time being furious that it's warm &amp; sunny #iwantFALL,793493269938339840
0,Niggas asked me what my inspiration was i told em global warming,793493792728940545
1,RT @BrandonCTE: Our planet is not going to make it if we don't take action on climate change. Take an hour and half out of your dayÃ¢â‚¬Â¦,793494110250205185
1,@LeoDiCaprio 's #BeforeTheFlood is such a masterpiece. Never knew so many things were associated with global warming.,793494173798141952
1,RT @julienamorgan: 'Investors can no longer ignore climate change. All are faced with a swelling tide of climate-related regulations' Ã¢â‚¬â€œ httÃ¢â‚¬Â¦,793495008129277952
2,RT @Independent: China slams Donald TrumpÃ¢â‚¬â„¢s plan to back out of climate change agreement https://t.co/Bo78HT1eQ3 https://t.co/k0XQvcpr4l,793495112529489921
1,RT techjunkiejh:RT FastCoExist: Most corporate climate change pledges aren't strict enough to stop climate change Ã¢â‚¬Â¦ https://t.co/yJOOQuMXyE,793495542055698433
1,"RT @DrJillStein: Trump pretends not to believe in climate change, but he's buying a wall to protect his Ireland golf course from rising seaÃ¢â‚¬Â¦",793495630433751040
-1,@ClimateReality Sorry. I don't believe in climate change. I think it's a big sham to get more tax dollars that should be going elsewhere.,793495980322660352
0,Who the fuck taught @WaltDisneyWorld to monopolize global warming... I'm spending $4.25 on a powerade to keep my ass alive in this heat,793496370615349249
